sentiment,Tweet
negative,@USAirways even when I do simple google search by flight number it tells me which gate so won't be that difficult am sure #disappointed
negative,"@USAirways never let's me down, every. Single. Flight. Gets delayed."
negative,"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight??"
negative,@AmericanAir Im trying to call and book a reward ticket on one world partners but your automated system wont let me talk to any1.  Great job
negative,@JetBlue DONT LOSE MY LUGGAGE!!!
negative,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs
negative,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!
negative,"@AmericanAir when will there be wifi on the DCA-STL route?  2 hour flight, could use some love!"
negative,@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM
negative,@united Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated
negative,@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?
negative,@united the bag is in a state that I didn't travel to and the airports don't fly to each other. Looks like it'll never show
negative,@united I hope so but I've received no help so far. I've been on hold for more than an hour. Can someone speak to me?
negative,@USAirways Been on hold 2.5 hours now! System hung up on me twice after an hour holding. :(  Trying 2 correct online Flight Booking Problems error. #unhappy
negative,@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp
negative,@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin
negative,@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.
negative,@united 15.99 for wireless?  Was 6.99 epic #fail . #greedy #piggy you are the worst!
negative,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.
negative,@united LE2V9D pnr numbered flight. The first leg is Cancelled Flightled due to bad weather in iatanbul. How can i make a reFlight Booking Problems
negative,@USAirways next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air
negative,"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark"
negative,"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!"
negative,@united have you inspected the picture? routine aircraft check while on his cell phone? What will the FAA &amp; NYT say ? http://t.co/bNgpli8JT6
negative,@AmericanAir - gold elite loyalty customer..can't count on my hometown preferred airline to do right. #bummed..
negative,@USAirways Total BS... I offered to pay for a full First Class airfare ..Told Sold out.. 3 seats and they gave the seats to others... #crap
negative,"@AmericanAir 2284, four hours Late Flightrs and we are finally flying out...too bad I missed my event"
negative,@JetBlue no. Please stop.
negative,"@AmericanAir no vouchers 4 Cancelled Flighted flight due 2 weather. Today's issue, broken tire. No vouchers cause tire was broken by weather. #nomoAA"
negative,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N
negative,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight."
negative,@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate
negative,"@JetBlue your customer services agent Jorge at Orlando International is rude and disrespectful, I never want to deal with your bullshit ever"
negative,"@AmericanAir now I have to wait ""more than 60 minutes"""
negative,@AmericanAir WHAT IS GOING ON?  This is pathetic. Online doesn't work and phone wants $25 to give a seat assignment.
negative,"@SouthwestAir my trip is a month away...why do you consider it ""around the corner""? Is that a setting I can change?"
negative,@united is the worst http://t.co/27aitZl6nd
negative,@united flight 4841...3 gate changes on top of this.  Really hoping you can compensate with some points/mileage to my account!
negative,.@united call my work and tell them it's your fault I'm Late Flight
negative,@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude
negative,@united trying to book flight w/miles. Was on hold for 50m before I gave up. Need to get 6 on same flight using two diff # and pay 4 1tix
negative,@united we needed them here asap. Will they make it on today's flight?
negative,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad
negative,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?"
negative,@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help
negative,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?"
negative,@USAirways i will be on this plane while on the ground longer than i will be in the air. US5235
negative,"@united the we got into the gate at IAH on time and have given our seats and closed the flight. If you know people is arriving, have to wait"
negative,@AmericanAir on hold again....estimated 2 hr hold
negative,@JetBlue Understood but I watched as fam heading to FL was expedited when they had 25m to takeoff. I am speaking at conference in SF
negative,@united nope I gave up - maybe they'll deliver it
negative,"@AmericanAir second, she sat on the Tarmac for 3 hrs only to be told it would be 30 mins"
negative,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.
negative,@AmericanAir I really wanted to sign up for your airline credit card but your absurd $400 change fee to switch my flight made me think twice
negative,@usairways I've been on hold for approaching 2 hrs for an issue when I changed my ticket online. Frustrating.
negative,@AmericanAir @nrosenb1 It's not allowing me to book available seats
negative,@USAirways @AmericanAir we are missing our connection due to delay out of LAS. What are we supposed to do now?
negative,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa
negative,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise
negative,@AmericanAir just sad that even after spending so much on tickets all I wanted was for my wife to still go with her sister and no help
negative,@USAirways Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways
negative,@AmericanAir my understanding is they were able and did for many other flights but chose not to for this one.
negative,@united this is not true. Gate agents 100% caused this. And we're not helpful. Thanks for making me miss connection!! http://t.co/xAIzW2isml
negative,@united flight from san fransico to jfk was evacuated why?
negative,@united any chance you can troubleshoot check ins at @FlyYOW ? We're at 20 minutes per person.
negative,@AmericanAir hour and a half after landing bags are finally trickling off. http://t.co/4KbTzVjU3b
negative,@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...
negative,@SouthwestAir baggage claim has already changed 2x...most recent had 3 bags come out and then stop...claim team has no idea what's going on
negative,@AmericanAir Can care less if youre without your bags for a day or a week! Ive been 3 stories in the last 3 hours...I WANT MY BAG!
negative,@AmericanAir several hrs Late Flight and 140 characters won't do it. Cheers though
negative,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.
negative,@united Y do U not reply to customer refund forms??????????? #unitedairlines
negative,@united I'm strongly considering taking my business elsewhere. #UnitedAirlines
negative,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.
negative,@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.
negative,@united Your boarding process sucks. You should learn from @SouthwestAir
negative,@SouthwestAir Is there an email address I can send some thoughts to? This experience was really not good &amp; I have some feedback.
negative,@USAirways that is actually not true! You can get a seat online after a big hassle. That policy is totally dishonest and misleading. #FAA
negative,@americanair Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail
negative,@SouthwestAir after a long wait of over an hour my mother's bag did not make it. We filed a report and are waiting. Thanks for your help
negative,@AmericanAir @USAirways stated before I'm not getting any help there. Tk over 8 hrs yest to spk to a live person then told to chk the site.
negative,"@USAirways sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?"
negative,"@usairways on hold for TWO HOURS now, pick up the PHONEEEEE"
negative,"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA"
negative,@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb
negative,@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour
negative,@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572
negative,@SouthwestAir Why doesn't mean TSA PreCheck show up on my mobile boarding pass? My KTN is linked to my account.
negative,@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.
negative,@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?
negative,@USAirways / @AmericanAir don't forget without your customers you would be out of business! #epicfail #usairwaysfail
negative,"@United and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA"
negative,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!"
negative,@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw
negative,@united the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey
negative,@USAirways Then told to offload because the captain was over hours? This has been a terrible experience.
negative,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!
negative,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!
negative,@JetBlue I'm sick of y'all.
negative,"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it"
negative,@JetBlue 5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?
negative,@AmericanAir 4828 but I just missed it because no one is at the gate to marshall us in so now I have to rent a car &amp; drive 5 hrs. So thanks.
negative,@AmericanAir  zoom in on the sauce and potatoes.  This stuff is vile.  And I mean vile. http://t.co/m2PHoavRxC
negative,@USAirways can you please train your mechanics? Teach them to bring the tools to fix the plane with them and not leave them in the hanger.
negative,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!
negative,@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.
negative,@JetBlue Appreciate the heads up at 10:45 that my 11am flight was delayed bc the crew is stuck in Boston #communicationFAIL #dobetterJetBlue
negative,@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care
negative,"@USAirways help! Flight Cancelled Flighted, can't call because my phone doesn't work in Europe. Please help? Says I'm booked want to confirm."
negative,@USAirways @AmericanAir stranded in cold Texas and getting sick because you overbooked the flight and gave my seat away. #gooutofbusiness
negative,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
negative,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒
negative,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice."
negative,@SouthwestAir why do your MDW gates have so many fewer seats than your planes?
negative,@SouthwestAir please PM me the number where I can lodge formal complaints. Thx
negative,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary
negative,@SouthwestAir 9 hours at this airport and you can't move a bag from one plane to another! #furious
negative,@united I'd really like to get off of this plane now.
negative,@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL
negative,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.
negative,@united sitting in a plane with no pilot.  Thanks! #waitingonapilot #denver #siouxfalls #whyairtravelsucks
negative,@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded
negative,"@JetBlue Hey Jetblue, you stranded an entire plane that was supposed to go to JFK and we are getting restless.  Need better communication!"
negative,@usairways I just learned that although there is travel policy and they waive the change fee-you will still be charged a $25 reservation fee
negative,@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.
negative,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice
negative,"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED"
negative,“@USAirways: @ch_mom Please reach out to our crewmember for assistance. Our apologies for the long wait.” #generic
negative,@united is a money sucking airline with terrible terrible customer service
negative,"@united if u miss first leg of ur flight, you have to pay hundreds of $'s just to keep your second leg? How much to keep my earned miles?"
negative,@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver
negative,@AmericanAir the service received by both of us was rude and well below my expectations of your airline. That is what's most frustrating
negative,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?
negative,@AmericanAir Thanks for your canned response that makes it look like you care about your customers. I'm sure all Twitter users fall for it..
negative,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again."
negative,"@united 1hr delay at the start, huge queues at security, no representative to meet us, rude staff at baggage reclaim  #inefficient"
negative,@SouthwestAir boarded plane only to be told to get off as it wasn't our plane. Now an hour delay. 😭😭
negative,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.
negative,@JetBlue @philpete wonder if that's the pilot tweeting you back? Is it legal to tweet and fly? What if the plane in front stops suddenly?
negative,@USAirways this is no way to treat women.  I want someone to contact me and explain how they will make this acceptable.
negative,@USAirways but only for certain flights from CLT-NYC. The notion that you can't rebook customers for 48 hours is absurd.
negative,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..
negative,@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.
negative,@JetBlue trying to charge us $550 dollars cash for tickets we paid for months in advance #isthisreal #nevertoldus #jetblue #NeverAgain
negative,@united line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time.
negative,@JetBlue it's sunny and gorgeous in ny actually. What's the real reason?
negative,@SouthwestAir - you can do better than having someone on hold for over an hr http://t.co/FxNv618B1A
negative,@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?
negative,@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice
negative,"@united instead of be told when we board, we have to wait for the emails telling us about the delays."
negative,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like"
negative,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?
negative,"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up"
negative,@united an update on flight 5979 would be great!
negative,"@USAirways I've been on hold with your Divident Miles service desk for 45 minutes, and that's after being hung up on the first time."
negative,@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.
negative,@AmericanAir I've been trying for 4 hours to get hold of someone.
negative,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.
negative,"@AmericanAir The website won't let me view my reservation due to ""changes made outside http://t.co/nwF2FkA8fY"". I'm on hold now to get help."
negative,@AmericanAir you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help
negative,"@JetBlue If your confirming to me that the rate won't go down again looks like I can't fly JetBlue this time around, can't afford that price"
negative,@AmericanAir @USAirways day has come where I was suppose to get my money back from you but my bank hasn't received anything but after
negative,"@USAirways Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion."
negative,"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell."
negative,@united Trying to change a flight booked just 6 hours ago but online system is charging me $200 fee per passenger... could you please help?
negative,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!
negative,@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE
negative,@SouthwestAir almost an hour on hold for swa is inexcusable #hiremorepeople
negative,"@SouthwestAir if you're going to charge for wifi, do us all a solid and make sure it doesn't take the length of the flight to open a page"
negative,@AmericanAir - thanks. She submitted a damaged bag complaint online...is there anything else we can do? #goodcustomerservice
negative,@united so much for being here to help. Very disappointed in your customer service.
negative,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip"
negative,".@united It's worth saying that, if you litter in Singapore, you get caned. ""But there are rules"" says @united"
negative,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!"
negative,@united 25 min hold has now progressed to over an hour...919-675-0985
negative,"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
negative,@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. 👎😡✈️ #notahappycustomer #leavingtomm
negative,@JetBlue I thought being a mosaic member had 'perks' the best part is instead of checking the extra 5lbs I'm carrying it on 😒
negative,@JetBlue I did not report the updated info - don't know how to reach them without a super long wait on hold at your main number.
negative,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place."
negative,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU
negative,@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded
negative,"@USAirways 4+ hour hold, finally Cancelled Flighted ticket! sticking to @delta @Expedia who allow easy online Cancelled Flights/refunds! http://t.co/RKVCZBpdCE"
negative,@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again.
negative,@united that link is not helpful as it does not put me In touch with management
negative,@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you
negative,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.
negative,@united are you trying to break a world record for most delayed flights in a year?
negative,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.
negative,"@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty"
negative,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together"
negative,@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.
negative,@USAirways is absolute crap this week!!
negative,"@JetBlue @julesdameron ""Considering?"" #Accessibility is an absolute MUST! #Equality"
negative,@JetBlue keeps asking me to enter a valid email address. My info is saved and has worked hundreds of times before
negative,@USAirways Easily the most ridiculous experience trying to spend money with your company.
negative,delete your account @JetBlue
negative,@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?
negative,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?"
negative,@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us
negative,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
negative,.@SouthwestAir 3 days &amp; still not home. Not even off the ground. 3. Days. #PastMyPatienceExpirationDate
negative,"@united how much longer will it take? It a guitar, not a royal commission!"
negative,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!
negative,@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood
negative,@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???
negative,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies
negative,"@USAirways was on hold for four hours, never got connected. Came to the airport and your rep essentially told me and everyone else to screw"
negative,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it."
negative,@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!
negative,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care
negative,@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??
negative,@USAirways how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has
negative,".@AmericanAir after 50 minutes on hold, and another 30 minutes on the call yes. Going to be pushing it to get to the airport on time now"
negative,@AmericanAir you have such a confusing web site/complicated ordering process. This is why I typically fly @SouthwestAir.
negative,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.
negative,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers"
negative,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU"
negative,@USAirways I have two tight connections in #Charlotte and #Frankfurt
negative,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us
negative,@AmericanAir weather is unavoidable. Understaffing is controllable
negative,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing."
negative,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent"
negative,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused"
negative,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but
negative,"@USAirways ...2 hours on the plane, they at least got us on a direct flight a couple hours Late Flightr on United"
negative,@AmericanAir My ticket was booked with AA with miles..... Sorry we sold you a ticket with a company we merged with but we can't fix it?
negative,@USAirways should take a lesson from @SouthwestAir and wait for passengers from connecting flights. Shame..
negative,@united if our already rescheduled flight is Cancelled Flightled is our hotel room paid for?
negative,@JetBlue @Amagrino will you cover the cost of my car service waiting time?!
negative,@AmericanAir first flight is Cancelled Flightled. Been on hold for 4 hours. Need information and getting none. Help?
negative,"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…"
negative,@AmericanAir I am trying to change the time of a flight I already purchased and was told I have to pay a $400 change fee. Ridiculous.
negative,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.
negative,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW
negative,@SouthwestAir you are the worst airline. Congrats!!
negative,@AmericanAir they sent her a letter and said they would talk to the stewardess about serving drunks drinks how does that help
negative,@AmericanAir I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all
negative,@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you
negative,@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.
negative,@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport
negative,@SouthwestAir I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.
negative,@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?
negative,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.
negative,@USAirways I will send an email with details Late Flightr. Thank you for responding.
negative,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.
negative,"@AmericanAir I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?"
negative,@AmericanAir On hold for 20 mins and then used the call back service only to have an agent call me and put me on hold forever-anyone there?
negative,@AmericanAir my flight is Cancelled Flightled and we can only call in but you aren't accepting calls? How do I reschedule my flight?
negative,@USAirways you've completely ruined a pro athlete's ability to prepare for a race. Now you won't help him get the bike he needs to the DR?!
negative,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!
negative,"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good"
negative,@united do you guys have any working planes?
negative,"@USAirways if my flight's been Cancelled Flightled, and I can't reach anyone over the phone or ticketing agents, safe to assume I wasn't rebooked?"
negative,"@united really fucked my day up Hilo to LAX 2hr30min delay because of software? missed connection, getting home 8hrs Late Flightr no upgrade nothin"
negative,@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.
negative,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain."
negative,@AmericanAir 8 hours on the phone yesterday.  Really?  Still doesn't pick up status on US Air flight.
negative,@USAirways I've been standing on a very crowded bus for the past 30 mins for DCA-PIT. HELP! @AmericanAir http://t.co/jasKYPLWt5
negative,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.
negative,@SouthwestAir hv wounded vet stuck in Chi. He's traveling to NY 4 healing. Need fly ny Late Flightst AM by 9 2 catch intl flt. Help!
negative,"@USAirways. wow, awful customer service."
negative,@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.
negative,"@AmericanAir I've been in line for over half hour trying to see a representative, now I might even miss the next flight too, unacceptable"
negative,@AmericanAir you could train your flight attendants to have some manners and decency
negative,@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎
negative,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?
negative,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!"
negative,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy
negative,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this."
negative,@united #onlyinAmerica. 18 days and not a word from #unitedairlines #customerservices. Bad PR guys.
negative,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on
negative,@AmericanAir already did &amp; an automated voice told us to wait 2 hours. They have yet to call back.
negative,@JetBlue u suck Big Donkey Balls!
negative,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis."
negative,"@united I'm in Denver, my bag is in San Jose. See something wrong here."
negative,@AmericanAir my flight to San Angelo via Dallas from Orlando Cancelled Flighted help! On hold and disconnect
negative,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
negative,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?"
negative,@SouthwestAir it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs)
negative,@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.
negative,@AmericanAir not having pillows or blankets or a flight home for 40 people does bad things to my hair
negative,"@AmericanAir sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic can't find a tool to service the shock absorber."
negative,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta
negative,@AmericanAir your seat assignment process when Flight Booking Problems is misleading. I'm not paying extra to select a seat.
negative,@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?
negative,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?"
negative,@JetBlue but you guys should know that musicians are very sensitive about the safety of their instruments when flying. For good reason.
negative,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!
negative,"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?"
negative,@USAirways already did it. One person said they couldn't do anything another said she didn't know why the first person we talked 2 said that
negative,@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour
negative,@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?
negative,@AmericanAir no not yet. Waiting now to be connected to an agent
negative,@USAirways 25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2
negative,@USAirways 3818 delayed. blue skies all over. #whyisusairALWAYSDELAYED???
negative,@AmericanAir is flight 1318 Cancelled Flighted or not? No word from the ground staff.
negative,"@USAirways Congrats, you've just lost a customer for good. When I made a United weather change, free/5 min. You guys 2 hrs on hold &amp; $25."
negative,@JetBlue what's the delay if the system isn't down?
negative,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30
negative,@AmericanAir no I will be calling corporate!
